name,product,quantity,unitary_value
Vlad P.,Product 6,550,0.8
Bart S.,Product 3,1640,0.6
Jack S.,Product 3,1705,0.6
John Doo,Product 2,697,0.55
Vlad P.,Product 7,1421,1
John Doo,Product 9,1046,2
Jack S.,Product 6,1756,0.8
Homer J. S.,Product 2,2101,0.55
Bart S.,Product 7,1420,1
Jack S.,Product 2,1716,0.55
Jack S.,Product 3,2246,0.6
Bart S.,Product 4,134,0.7
Jack S.,Product 6,2436,0.8
Winston C,Product 3,1568,0.6
Homer J. S.,Product 8,98,1.15
John Doo,Product 4,2428,0.7
Winston C,Product 5,586,0.75
John Doo,Product 5,148,0.75
Bart S.,Product 6,1464,0.8
D. Trump,Product 3,331,0.6
Jack S.,Product 5,143,0.75
D. Trump,Product 3,493,0.6
John Doo,Product 9,702,2
John Doo,Product 5,1804,0.75
Jack S.,Product 2,2286,0.55
D. Trump,Product 4,1235,0.7
John Doo,Product 3,811,0.6
Winston C,Product 1,1344,0.5
Jack S.,Product 8,527,1.15
Vlad P.,Product 7,2080,1
Winston C,Product 9,365,2
D. Trump,Product 5,49,0.75
Bart S.,Product 7,470,1
D. Trump,Product 8,299,1.15
D. Trump,Product 10,1770,5
Vlad P.,Product 2,1944,0.55
Meliana T.,Product 4,1073,0.7
Winston C,Product 1,229,0.5
John Doo,Product 5,1329,0.75
Bart S.,Product 3,1448,0.6
D. Trump,Product 5,1425,0.75
Bart S.,Product 7,2227,1
Jack S.,Product 10,1105,5
John Doo,Product 5,1892,0.75
Meliana T.,Product 4,2452,0.7
Meliana T.,Product 7,1305,1
Jack S.,Product 2,2035,0.55
John Doo,Product 7,2177,1
Homer J. S.,Product 9,2416,2
John Doo,Product 7,2370,1
Jack S.,Product 4,1800,0.7
Vlad P.,Product 9,1772,2
Homer J. S.,Product 7,2316,1
Jack S.,Product 7,1720,1
D. Trump,Product 5,230,0.75
Jack S.,Product 8,1687,1.15
D. Trump,Product 10,2344,5
Bart S.,Product 8,406,1.15
Homer J. S.,Product 3,1888,0.6
D. Trump,Product 1,179,0.5
D. Trump,Product 2,2383,0.55
D. Trump,Product 2,1815,0.55
Homer J. S.,Product 3,2498,0.6
Homer J. S.,Product 3,121,0.6
Meliana T.,Product 4,700,0.7
Homer J. S.,Product 9,1669,2
D. Trump,Product 7,546,1
Vlad P.,Product 8,86,1.15
Meliana T.,Product 7,1771,1
Vlad P.,Product 4,2436,0.7
Meliana T.,Product 3,1851,0.6
Winston C,Product 2,1507,0.55
D. Trump,Product 2,1345,0.55
Homer J. S.,Product 1,1484,0.5
Winston C,Product 9,132,2
D. Trump,Product 1,1392,0.5
Vlad P.,Product 6,1429,0.8
Jack S.,Product 8,2147,1.15
D. Trump,Product 9,1129,2
Winston C,Product 6,2193,0.8
D. Trump,Product 8,2300,1.15
John Doo,Product 6,1681,0.8
John Doo,Product 8,2443,1.15
Winston C,Product 5,1727,0.75
Homer J. S.,Product 3,301,0.6
D. Trump,Product 7,900,1
Jack S.,Product 3,848,0.6
Winston C,Product 9,1598,2
Bart S.,Product 1,1782,0.5
Jack S.,Product 6,275,0.8
Winston C,Product 2,1775,0.55
Homer J. S.,Product 5,2344,0.75
Winston C,Product 1,172,0.5
Winston C,Product 7,1908,1
Meliana T.,Product 2,2257,0.55
Vlad P.,Product 2,1135,0.55
D. Trump,Product 9,528,2
D. Trump,Product 5,566,0.75
D. Trump,Product 2,2419,0.55
John Doo,Product 8,2489,1.15
Winston C,Product 6,959,0.8
Bart S.,Product 9,1943,2
Homer J. S.,Product 10,213,5
Winston C,Product 7,558,1
Jack S.,Product 9,975,2
Meliana T.,Product 8,1822,1.15
Homer J. S.,Product 8,1015,1.15
Bart S.,Product 7,545,1
Winston C,Product 2,457,0.55
Winston C,Product 9,732,2
John Doo,Product 2,1981,0.55
Winston C,Product 4,1229,0.7
Bart S.,Product 9,230,2
Meliana T.,Product 5,1739,0.75
Homer J. S.,Product 7,2295,1
Jack S.,Product 9,247,2
John Doo,Product 1,292,0.5
Winston C,Product 5,1325,0.75
Homer J. S.,Product 3,574,0.6
Vlad P.,Product 10,273,5
Winston C,Product 5,1194,0.75
Jack S.,Product 5,436,0.75
John Doo,Product 6,2167,0.8
Jack S.,Product 4,867,0.7
Bart S.,Product 3,972,0.6
Jack S.,Product 9,1080,2
Meliana T.,Product 8,1571,1.15
Homer J. S.,Product 7,1746,1
Meliana T.,Product 3,463,0.6
Homer J. S.,Product 5,2006,0.75
Meliana T.,Product 8,2237,1.15
D. Trump,Product 7,2493,1
John Doo,Product 5,1392,0.75
John Doo,Product 8,1336,1.15
John Doo,Product 4,317,0.7
Winston C,Product 3,2416,0.6
John Doo,Product 10,1963,5
Winston C,Product 3,169,0.6
Jack S.,Product 5,424,0.75
Meliana T.,Product 8,1527,1.15
Meliana T.,Product 8,2434,1.15
John Doo,Product 3,762,0.6
Homer J. S.,Product 7,367,1
John Doo,Product 8,1232,1.15
Winston C,Product 6,1748,0.8
Meliana T.,Product 6,2047,0.8
Meliana T.,Product 7,1862,1
Homer J. S.,Product 2,1426,0.55
Homer J. S.,Product 6,834,0.8
Bart S.,Product 4,2376,0.7
Jack S.,Product 9,751,2
Vlad P.,Product 7,2165,1
Homer J. S.,Product 10,233,5
D. Trump,Product 4,1386,0.7
Homer J. S.,Product 10,1010,5
Vlad P.,Product 8,2282,1.15
John Doo,Product 10,1266,5
Winston C,Product 5,1324,0.75
D. Trump,Product 9,284,2
Jack S.,Product 6,794,0.8
Jack S.,Product 4,862,0.7
Meliana T.,Product 3,1031,0.6
Jack S.,Product 9,939,2
Vlad P.,Product 3,2128,0.6
Meliana T.,Product 6,565,0.8
Jack S.,Product 1,1417,0.5
D. Trump,Product 8,1452,1.15
John Doo,Product 4,801,0.7
John Doo,Product 1,669,0.5
Meliana T.,Product 4,1840,0.7
Jack S.,Product 3,1913,0.6
Bart S.,Product 3,1567,0.6
Bart S.,Product 10,168,5
Bart S.,Product 6,2467,0.8
Jack S.,Product 5,218,0.75
Vlad P.,Product 3,1126,0.6
Bart S.,Product 1,1364,0.5
John Doo,Product 5,1948,0.75
Meliana T.,Product 5,601,0.75
John Doo,Product 9,2226,2
Vlad P.,Product 1,1430,0.5
Meliana T.,Product 9,2207,2
Meliana T.,Product 4,1600,0.7
Homer J. S.,Product 6,1225,0.8
Bart S.,Product 4,369,0.7
John Doo,Product 8,113,1.15
Bart S.,Product 9,303,2
D. Trump,Product 2,1112,0.55
Bart S.,Product 5,721,0.75
Winston C,Product 4,1475,0.7
Vlad P.,Product 5,1910,0.75
Meliana T.,Product 3,557,0.6
Meliana T.,Product 5,2391,0.75
Meliana T.,Product 9,151,2
Meliana T.,Product 1,2471,0.5
John Doo,Product 2,1988,0.55
Winston C,Product 6,403,0.8
Vlad P.,Product 4,549,0.7
Jack S.,Product 1,1449,0.5
Bart S.,Product 7,1005,1
D. Trump,Product 10,1645,5
Jack S.,Product 9,1344,2
Vlad P.,Product 9,903,2
Homer J. S.,Product 4,135,0.7
Bart S.,Product 1,2309,0.5
D. Trump,Product 4,476,0.7
Jack S.,Product 3,471,0.6
Meliana T.,Product 8,988,1.15
Winston C,Product 7,1446,1
Meliana T.,Product 2,1642,0.55
Homer J. S.,Product 9,853,2
Winston C,Product 4,273,0.7
John Doo,Product 8,1510,1.15
Jack S.,Product 5,1568,0.75
John Doo,Product 9,1941,2
D. Trump,Product 2,1609,0.55
D. Trump,Product 10,1364,5
Winston C,Product 7,2280,1
Winston C,Product 7,445,1
Vlad P.,Product 10,2235,5
Bart S.,Product 5,684,0.75
Meliana T.,Product 8,2157,1.15
Homer J. S.,Product 9,2015,2
Bart S.,Product 3,2403,0.6
Homer J. S.,Product 3,903,0.6
D. Trump,Product 5,136,0.75
John Doo,Product 2,818,0.55
Vlad P.,Product 1,64,0.5
Winston C,Product 4,1332,0.7
Homer J. S.,Product 3,2208,0.6
Homer J. S.,Product 1,728,0.5
John Doo,Product 9,1900,2
Homer J. S.,Product 6,73,0.8
Meliana T.,Product 7,1570,1
Jack S.,Product 1,1769,0.5
John Doo,Product 3,752,0.6
Winston C,Product 10,464,5
John Doo,Product 6,959,0.8
Homer J. S.,Product 8,1140,1.15
Homer J. S.,Product 10,1337,5
Bart S.,Product 8,1683,1.15
Meliana T.,Product 6,249,0.8
Meliana T.,Product 3,1700,0.6
Jack S.,Product 6,510,0.8
John Doo,Product 9,284,2
Bart S.,Product 8,185,1.15
John Doo,Product 2,1172,0.55
Meliana T.,Product 3,1410,0.6
Bart S.,Product 8,1791,1.15
Vlad P.,Product 2,2204,0.55
Meliana T.,Product 4,1901,0.7
Vlad P.,Product 4,1785,0.7
Meliana T.,Product 4,2384,0.7
Bart S.,Product 6,477,0.8
John Doo,Product 4,228,0.7
D. Trump,Product 5,2042,0.75
D. Trump,Product 4,646,0.7
Winston C,Product 6,250,0.8
Homer J. S.,Product 8,2342,1.15
Winston C,Product 7,2201,1
Meliana T.,Product 5,219,0.75
Meliana T.,Product 8,536,1.15
Homer J. S.,Product 9,1439,2
John Doo,Product 1,2349,0.5
Bart S.,Product 7,513,1
Jack S.,Product 4,459,0.7
Bart S.,Product 6,1861,0.8
Homer J. S.,Product 6,1719,0.8
Vlad P.,Product 2,1399,0.55
Vlad P.,Product 7,681,1
Homer J. S.,Product 8,381,1.15
Bart S.,Product 9,134,2
John Doo,Product 3,2456,0.6
Homer J. S.,Product 1,993,0.5
Homer J. S.,Product 2,2435,0.55
Jack S.,Product 9,1206,2
Winston C,Product 8,1401,1.15
Winston C,Product 9,988,2
Jack S.,Product 10,1140,5
D. Trump,Product 5,476,0.75
D. Trump,Product 1,2122,0.5
Jack S.,Product 1,1391,0.5
Homer J. S.,Product 8,1512,1.15
Bart S.,Product 1,1803,0.5
Jack S.,Product 2,2289,0.55
Meliana T.,Product 9,1630,2
Meliana T.,Product 10,41,5
John Doo,Product 10,1687,5
John Doo,Product 8,1804,1.15
D. Trump,Product 3,594,0.6
Meliana T.,Product 5,754,0.75
Homer J. S.,Product 6,710,0.8
Bart S.,Product 2,1275,0.55
Vlad P.,Product 9,1806,2
D. Trump,Product 1,1289,0.5
Vlad P.,Product 8,2489,1.15
D. Trump,Product 9,2233,2
Homer J. S.,Product 9,1020,2
Vlad P.,Product 9,2073,2
Winston C,Product 1,1386,0.5
Homer J. S.,Product 3,53,0.6
Vlad P.,Product 6,1474,0.8
D. Trump,Product 4,738,0.7
Homer J. S.,Product 7,1118,1
Jack S.,Product 10,1897,5
D. Trump,Product 3,731,0.6
John Doo,Product 3,2324,0.6
D. Trump,Product 8,1227,1.15
Winston C,Product 5,1554,0.75
D. Trump,Product 4,2101,0.7
Vlad P.,Product 5,412,0.75
D. Trump,Product 6,1904,0.8
Winston C,Product 2,852,0.55
D. Trump,Product 6,1847,0.8
Jack S.,Product 2,2382,0.55
Bart S.,Product 10,1150,5
Vlad P.,Product 3,1328,0.6
Homer J. S.,Product 1,731,0.5
Bart S.,Product 7,1264,1
D. Trump,Product 6,2219,0.8
John Doo,Product 10,1637,5
Winston C,Product 2,1057,0.55
Homer J. S.,Product 1,1672,0.5
Jack S.,Product 9,476,2
Meliana T.,Product 6,1365,0.8
John Doo,Product 4,458,0.7
Vlad P.,Product 8,1510,1.15
Meliana T.,Product 1,519,0.5
Winston C,Product 8,668,1.15
John Doo,Product 8,822,1.15
D. Trump,Product 10,2269,5
Winston C,Product 6,2207,0.8
Bart S.,Product 2,297,0.55
Jack S.,Product 5,1472,0.75
Winston C,Product 1,734,0.5
Vlad P.,Product 7,1074,1
Homer J. S.,Product 5,203,0.75
Winston C,Product 3,2122,0.6
Bart S.,Product 2,1431,0.55
Jack S.,Product 8,1451,1.15
Bart S.,Product 1,117,0.5
Meliana T.,Product 1,1278,0.5
Jack S.,Product 10,2460,5
Bart S.,Product 6,1105,0.8
D. Trump,Product 2,2376,0.55
Winston C,Product 10,1650,5
Vlad P.,Product 4,1167,0.7
Homer J. S.,Product 5,117,0.75
Vlad P.,Product 10,535,5
Jack S.,Product 7,2076,1
D. Trump,Product 4,2021,0.7
Meliana T.,Product 6,367,0.8
Jack S.,Product 7,729,1
Winston C,Product 10,1920,5
Winston C,Product 7,163,1
John Doo,Product 10,1220,5
John Doo,Product 6,2343,0.8
Vlad P.,Product 2,493,0.55
John Doo,Product 3,57,0.6
Jack S.,Product 7,1655,1
Jack S.,Product 1,2481,0.5
Bart S.,Product 8,2142,1.15
Vlad P.,Product 1,416,0.5
Bart S.,Product 5,1438,0.75
John Doo,Product 3,1485,0.6
Vlad P.,Product 5,231,0.75
Winston C,Product 4,949,0.7
Winston C,Product 7,357,1
Meliana T.,Product 10,1856,5
D. Trump,Product 2,571,0.55
Bart S.,Product 3,205,0.6
Homer J. S.,Product 2,634,0.55
D. Trump,Product 3,1755,0.6
D. Trump,Product 6,351,0.8
Meliana T.,Product 6,785,0.8
D. Trump,Product 1,613,0.5
Meliana T.,Product 9,679,2
Vlad P.,Product 7,1097,1
Jack S.,Product 1,1981,0.5
D. Trump,Product 8,420,1.15
Winston C,Product 10,146,5
D. Trump,Product 10,370,5
Jack S.,Product 4,2386,0.7
John Doo,Product 5,252,0.75
Meliana T.,Product 5,1357,0.75
John Doo,Product 3,146,0.6
John Doo,Product 5,1825,0.75
Jack S.,Product 10,774,5
Vlad P.,Product 1,348,0.5
Jack S.,Product 4,633,0.7
John Doo,Product 5,515,0.75
Meliana T.,Product 9,2477,2
D. Trump,Product 9,603,2
Meliana T.,Product 9,601,2
D. Trump,Product 9,1995,2
Bart S.,Product 7,734,1
Bart S.,Product 6,1988,0.8
Meliana T.,Product 7,1813,1
John Doo,Product 7,747,1
Vlad P.,Product 4,857,0.7
Bart S.,Product 6,390,0.8
Vlad P.,Product 9,875,2
Bart S.,Product 9,1152,2
Bart S.,Product 5,573,0.75
Meliana T.,Product 9,2264,2
Winston C,Product 7,223,1
Jack S.,Product 4,2418,0.7
John Doo,Product 6,473,0.8
D. Trump,Product 1,986,0.5
Bart S.,Product 6,880,0.8
Homer J. S.,Product 6,1490,0.8
Vlad P.,Product 9,1559,2
Homer J. S.,Product 3,846,0.6
Bart S.,Product 3,168,0.6
D. Trump,Product 9,1797,2
Bart S.,Product 7,1557,1
John Doo,Product 8,2365,1.15
Bart S.,Product 5,2135,0.75
Vlad P.,Product 7,387,1
Homer J. S.,Product 7,703,1
Bart S.,Product 3,1176,0.6
Jack S.,Product 8,74,1.15
Winston C,Product 10,693,5
Homer J. S.,Product 4,940,0.7
D. Trump,Product 4,1622,0.7
Meliana T.,Product 4,1893,0.7
D. Trump,Product 5,2325,0.75
Winston C,Product 1,383,0.5
Homer J. S.,Product 2,436,0.55
Bart S.,Product 4,1365,0.7
John Doo,Product 9,2443,2
Vlad P.,Product 1,1633,0.5
Bart S.,Product 6,1934,0.8
Bart S.,Product 5,1653,0.75
Winston C,Product 6,384,0.8
Bart S.,Product 3,1653,0.6
D. Trump,Product 7,1917,1
Vlad P.,Product 8,1420,1.15
Jack S.,Product 1,615,0.5
Homer J. S.,Product 3,632,0.6
Jack S.,Product 6,1870,0.8
Meliana T.,Product 2,259,0.55
John Doo,Product 1,2486,0.5
John Doo,Product 4,205,0.7
D. Trump,Product 8,666,1.15
Winston C,Product 7,422,1
John Doo,Product 6,950,0.8
D. Trump,Product 6,2403,0.8
D. Trump,Product 2,1318,0.55
Winston C,Product 4,1506,0.7
Bart S.,Product 2,2481,0.55
Winston C,Product 8,641,1.15
Bart S.,Product 3,2279,0.6
Jack S.,Product 1,1315,0.5
Jack S.,Product 6,472,0.8
Bart S.,Product 1,263,0.5
John Doo,Product 5,138,0.75
Vlad P.,Product 9,385,2
D. Trump,Product 2,1042,0.55
John Doo,Product 4,1474,0.7
Vlad P.,Product 6,148,0.8
Winston C,Product 8,2378,1.15
Vlad P.,Product 7,2302,1
Vlad P.,Product 6,1738,0.8
Vlad P.,Product 7,1416,1
Vlad P.,Product 9,1180,2
John Doo,Product 10,1867,5
Meliana T.,Product 4,2135,0.7
D. Trump,Product 2,2219,0.55
Homer J. S.,Product 7,1079,1
Bart S.,Product 1,2086,0.5
John Doo,Product 3,794,0.6
Bart S.,Product 5,1291,0.75
D. Trump,Product 3,1293,0.6
Jack S.,Product 9,814,2
Vlad P.,Product 9,300,2
Meliana T.,Product 9,1514,2
Jack S.,Product 1,569,0.5
Winston C,Product 4,17,0.7
Vlad P.,Product 6,842,0.8
D. Trump,Product 2,991,0.55
Bart S.,Product 10,2165,5
John Doo,Product 9,2236,2
Vlad P.,Product 10,1164,5
Meliana T.,Product 4,1136,0.7
Bart S.,Product 3,2002,0.6
Winston C,Product 10,1017,5
Vlad P.,Product 3,1580,0.6
Jack S.,Product 7,1295,1
John Doo,Product 10,737,5
Homer J. S.,Product 9,799,2
D. Trump,Product 10,1048,5
D. Trump,Product 5,1309,0.75
Vlad P.,Product 4,2254,0.7
John Doo,Product 1,2279,0.5
Bart S.,Product 9,1022,2
John Doo,Product 8,873,1.15
D. Trump,Product 10,867,5
Winston C,Product 1,615,0.5
D. Trump,Product 6,234,0.8
D. Trump,Product 3,1175,0.6
Winston C,Product 9,680,2
Homer J. S.,Product 2,639,0.55
Jack S.,Product 8,115,1.15
Homer J. S.,Product 6,2245,0.8
Vlad P.,Product 2,1550,0.55
D. Trump,Product 5,540,0.75
John Doo,Product 3,1333,0.6
Jack S.,Product 4,319,0.7
Vlad P.,Product 7,50,1
Meliana T.,Product 1,1338,0.5
Jack S.,Product 4,866,0.7
Winston C,Product 4,2317,0.7
Vlad P.,Product 2,264,0.55
John Doo,Product 5,2407,0.75
Jack S.,Product 8,2425,1.15
Winston C,Product 1,231,0.5
Jack S.,Product 6,2492,0.8
Homer J. S.,Product 6,533,0.8
Vlad P.,Product 6,1946,0.8
John Doo,Product 10,2041,5
John Doo,Product 10,1502,5
D. Trump,Product 7,759,1
Winston C,Product 2,1597,0.55
Jack S.,Product 10,1593,5
Jack S.,Product 6,1151,0.8
Homer J. S.,Product 8,1381,1.15
Meliana T.,Product 3,2332,0.6
Vlad P.,Product 3,1044,0.6
Winston C,Product 7,2256,1
D. Trump,Product 10,2077,5
Homer J. S.,Product 1,1355,0.5
D. Trump,Product 4,1981,0.7
Jack S.,Product 6,1374,0.8
Jack S.,Product 8,2174,1.15
Jack S.,Product 2,5,0.55
Vlad P.,Product 10,767,5
D. Trump,Product 6,93,0.8
Jack S.,Product 9,1874,2
Bart S.,Product 10,1603,5
Winston C,Product 2,869,0.55
D. Trump,Product 7,1682,1
Vlad P.,Product 10,2156,5
Vlad P.,Product 7,2183,1
Winston C,Product 2,1810,0.55
Homer J. S.,Product 8,1753,1.15
Homer J. S.,Product 4,189,0.7
Meliana T.,Product 1,1406,0.5
Homer J. S.,Product 5,1290,0.75
Homer J. S.,Product 1,153,0.5
Meliana T.,Product 9,2351,2
John Doo,Product 9,1323,2
D. Trump,Product 5,1518,0.75
Jack S.,Product 6,346,0.8
D. Trump,Product 4,571,0.7
Homer J. S.,Product 8,1752,1.15
Jack S.,Product 7,1434,1
Winston C,Product 10,506,5
Jack S.,Product 9,711,2
Winston C,Product 7,1874,1
Meliana T.,Product 6,184,0.8
Jack S.,Product 6,1259,0.8
Bart S.,Product 2,2390,0.55
Vlad P.,Product 5,338,0.75
John Doo,Product 8,337,1.15
Meliana T.,Product 3,1353,0.6
Meliana T.,Product 9,101,2
Jack S.,Product 2,1418,0.55
Bart S.,Product 1,1301,0.5
Meliana T.,Product 1,768,0.5
D. Trump,Product 9,1496,2
Winston C,Product 1,1815,0.5
Homer J. S.,Product 5,1465,0.75
Vlad P.,Product 4,1689,0.7
Jack S.,Product 10,1720,5
John Doo,Product 8,1416,1.15
D. Trump,Product 1,702,0.5
Vlad P.,Product 1,717,0.5
Meliana T.,Product 4,777,0.7
Meliana T.,Product 10,203,5
D. Trump,Product 10,233,5
Homer J. S.,Product 7,540,1
John Doo,Product 5,1617,0.75
Bart S.,Product 8,2295,1.15
D. Trump,Product 3,1539,0.6
Homer J. S.,Product 6,2407,0.8
Bart S.,Product 5,1192,0.75
Vlad P.,Product 3,1562,0.6
Bart S.,Product 9,1484,2
Jack S.,Product 3,1924,0.6
Jack S.,Product 3,225,0.6
D. Trump,Product 10,798,5
Meliana T.,Product 1,1552,0.5
Winston C,Product 7,1236,1
Jack S.,Product 4,1182,0.7
John Doo,Product 8,1669,1.15
Homer J. S.,Product 3,2465,0.6
Meliana T.,Product 7,2245,1
Meliana T.,Product 7,667,1
Jack S.,Product 4,2442,0.7
Meliana T.,Product 2,1614,0.55
Jack S.,Product 7,1032,1
Homer J. S.,Product 4,1830,0.7
Homer J. S.,Product 7,1018,1
Bart S.,Product 1,1996,0.5
Homer J. S.,Product 6,2320,0.8
Meliana T.,Product 3,2081,0.6
D. Trump,Product 9,1474,2
Vlad P.,Product 7,1189,1
Bart S.,Product 6,1517,0.8
Bart S.,Product 6,2025,0.8
Meliana T.,Product 4,1165,0.7
Homer J. S.,Product 7,2050,1
Vlad P.,Product 9,1573,2
Jack S.,Product 7,1941,1
Homer J. S.,Product 4,524,0.7
John Doo,Product 8,2196,1.15
Jack S.,Product 2,990,0.55
Homer J. S.,Product 8,92,1.15
Meliana T.,Product 1,1617,0.5
Winston C,Product 9,2113,2
D. Trump,Product 7,668,1
Jack S.,Product 1,2091,0.5
John Doo,Product 9,174,2
John Doo,Product 1,254,0.5
Vlad P.,Product 3,1156,0.6
Winston C,Product 3,1875,0.6
Meliana T.,Product 4,2490,0.7
Jack S.,Product 7,915,1
John Doo,Product 7,202,1
Jack S.,Product 10,1465,5
Winston C,Product 8,199,1.15
John Doo,Product 6,84,0.8
Homer J. S.,Product 7,1291,1
Vlad P.,Product 1,1955,0.5
Bart S.,Product 3,1356,0.6
Winston C,Product 5,1221,0.75
John Doo,Product 6,2016,0.8
John Doo,Product 3,1394,0.6
Meliana T.,Product 4,860,0.7
John Doo,Product 4,1940,0.7
Bart S.,Product 6,2061,0.8
D. Trump,Product 10,2067,5
John Doo,Product 3,748,0.6
Vlad P.,Product 2,317,0.55
Homer J. S.,Product 9,1696,2
Vlad P.,Product 8,1106,1.15
Meliana T.,Product 2,479,0.55
Vlad P.,Product 9,758,2
Meliana T.,Product 8,1270,1.15
Meliana T.,Product 6,479,0.8
D. Trump,Product 7,713,1
Homer J. S.,Product 5,1737,0.75
Winston C,Product 3,1289,0.6
Winston C,Product 4,1042,0.7
Winston C,Product 9,1800,2
Winston C,Product 5,1195,0.75
Jack S.,Product 10,1346,5
Bart S.,Product 7,845,1
D. Trump,Product 2,2008,0.55
Vlad P.,Product 2,723,0.55
Winston C,Product 10,906,5
Vlad P.,Product 7,457,1
Vlad P.,Product 5,2215,0.75
Meliana T.,Product 7,940,1
John Doo,Product 6,1063,0.8
Jack S.,Product 6,399,0.8
Vlad P.,Product 6,1552,0.8
Jack S.,Product 6,2495,0.8
Winston C,Product 2,1876,0.55
Jack S.,Product 10,855,5
D. Trump,Product 6,1988,0.8
John Doo,Product 4,533,0.7
Vlad P.,Product 8,1340,1.15
Vlad P.,Product 4,318,0.7
Homer J. S.,Product 4,569,0.7
Jack S.,Product 7,2269,1
Homer J. S.,Product 9,880,2
Vlad P.,Product 9,2124,2
Winston C,Product 3,1388,0.6
Homer J. S.,Product 8,1489,1.15
Homer J. S.,Product 3,1429,0.6
Homer J. S.,Product 8,2184,1.15
Homer J. S.,Product 3,1765,0.6
D. Trump,Product 2,564,0.55
Winston C,Product 1,1136,0.5
Vlad P.,Product 9,124,2
Homer J. S.,Product 7,1439,1
Bart S.,Product 10,994,5
Homer J. S.,Product 6,1985,0.8
Bart S.,Product 9,258,2
Winston C,Product 4,449,0.7
Winston C,Product 2,1458,0.55
D. Trump,Product 10,517,5
D. Trump,Product 4,1568,0.7
John Doo,Product 4,2399,0.7
D. Trump,Product 8,1834,1.15
Homer J. S.,Product 10,150,5
Homer J. S.,Product 6,578,0.8
Vlad P.,Product 9,112,2
Jack S.,Product 10,2249,5
Winston C,Product 7,1922,1
Homer J. S.,Product 6,1480,0.8
Winston C,Product 5,2451,0.75
Homer J. S.,Product 8,1496,1.15
Vlad P.,Product 2,1184,0.55
Jack S.,Product 4,641,0.7
John Doo,Product 1,1894,0.5
Jack S.,Product 8,2068,1.15
John Doo,Product 5,2041,0.75
Winston C,Product 4,1419,0.7
Vlad P.,Product 1,920,0.5
Bart S.,Product 1,2439,0.5
Winston C,Product 10,279,5
Meliana T.,Product 1,1571,0.5
Bart S.,Product 5,2199,0.75
Jack S.,Product 4,2253,0.7
Jack S.,Product 8,1907,1.15
D. Trump,Product 10,1359,5
Vlad P.,Product 1,1333,0.5
Winston C,Product 4,1969,0.7
D. Trump,Product 9,1723,2
Winston C,Product 2,2366,0.55
Meliana T.,Product 8,129,1.15
Bart S.,Product 4,1175,0.7
Vlad P.,Product 9,665,2
John Doo,Product 4,1265,0.7
Meliana T.,Product 3,977,0.6
Bart S.,Product 8,2336,1.15
John Doo,Product 4,633,0.7
Bart S.,Product 2,2000,0.55
Homer J. S.,Product 3,782,0.6
Meliana T.,Product 7,756,1
Bart S.,Product 7,2478,1
Homer J. S.,Product 2,2476,0.55
John Doo,Product 8,1006,1.15
Meliana T.,Product 2,2087,0.55
Meliana T.,Product 6,1181,0.8
Meliana T.,Product 8,1223,1.15
Meliana T.,Product 5,651,0.75
Winston C,Product 4,903,0.7
Vlad P.,Product 8,1147,1.15
John Doo,Product 2,2287,0.55
Jack S.,Product 9,1643,2
John Doo,Product 8,259,1.15
Vlad P.,Product 8,1660,1.15
D. Trump,Product 9,1902,2
Meliana T.,Product 10,2266,5
D. Trump,Product 1,1287,0.5
Bart S.,Product 9,1064,2
Meliana T.,Product 2,1697,0.55
Jack S.,Product 6,2342,0.8
John Doo,Product 1,440,0.5
John Doo,Product 2,360,0.55
D. Trump,Product 9,2171,2
Meliana T.,Product 1,464,0.5
Vlad P.,Product 6,1801,0.8
John Doo,Product 6,399,0.8
Bart S.,Product 7,462,1
Jack S.,Product 8,2110,1.15
Jack S.,Product 10,1910,5
Meliana T.,Product 1,2336,0.5
Homer J. S.,Product 7,2028,1
D. Trump,Product 5,748,0.75
Winston C,Product 3,796,0.6
D. Trump,Product 2,190,0.55
Meliana T.,Product 2,2418,0.55
Homer J. S.,Product 4,973,0.7
Bart S.,Product 6,1302,0.8
Vlad P.,Product 6,2011,0.8
John Doo,Product 7,2108,1
John Doo,Product 2,953,0.55
Meliana T.,Product 5,1202,0.75
Bart S.,Product 6,1933,0.8
D. Trump,Product 8,966,1.15
John Doo,Product 4,58,0.7
Vlad P.,Product 9,1527,2
Homer J. S.,Product 6,1725,0.8
Winston C,Product 10,1751,5
John Doo,Product 4,959,0.7
Bart S.,Product 9,2346,2
Meliana T.,Product 1,812,0.5
Bart S.,Product 5,705,0.75
Homer J. S.,Product 10,1740,5
Vlad P.,Product 5,223,0.75
Jack S.,Product 7,2151,1
Vlad P.,Product 4,1740,0.7
Winston C,Product 4,1220,0.7
Homer J. S.,Product 7,1188,1
Vlad P.,Product 3,387,0.6
D. Trump,Product 9,212,2
Jack S.,Product 3,293,0.6
John Doo,Product 6,1749,0.8
Vlad P.,Product 3,751,0.6
Bart S.,Product 1,1964,0.5
Winston C,Product 6,1257,0.8
Vlad P.,Product 9,1240,2
John Doo,Product 10,2033,5
Jack S.,Product 9,954,2
Bart S.,Product 3,2165,0.6
Homer J. S.,Product 7,1685,1
Bart S.,Product 3,983,0.6
Bart S.,Product 10,133,5
Winston C,Product 9,1228,2
Vlad P.,Product 10,2377,5
Vlad P.,Product 6,2064,0.8
John Doo,Product 6,311,0.8
Bart S.,Product 10,44,5
John Doo,Product 7,1083,1
Meliana T.,Product 1,508,0.5
Vlad P.,Product 2,665,0.55
